content,Predicted_Sentiment
tn riverfolk 2016 vote b based makeamericagreatagain eminent domain americans need 2prioritize pic twitter com hppy3gw3ld,Positive
rogerhartford8 realdonaldtrump hope win time change,Positive
theconniemoore realdonaldtrump see u sat ga great,Neutral
chadr73 guess barry diller afraid realdonaldtrump upset crony applecart trump2016 carl c icahn angry fool,Negative
lewgeraldine foxnews realdonaldtrump trump president vote great,Positive
pnicastro1 waynenewtonmrlv give tremendous praise morning foxandfriends keep make america great,Neutral
bluegirlvi bretbaier foxnews donaldtrump god voters getting tired trump winning others makeamericagreatagain,Negative
ajbruno14 maraliasson media fails mention realdonaldtrump offers solutions even without details separates others,Neutral
for2016 pundits love take snippet context something donaldtrump says weave blanket bullshit around,Positive
gardibates ananavarro cnn realdonaldtrump even tv u sound like nails chalkboard biased trump true,Negative
nedbello realdonaldtrump great thanks,Neutral
darcy027027 gardibates ananavarro cnn 10 6 15 morning poll trump 18 trump 31 carson 13 rubio 10 bush 7 fiorina 6,Neutral
manahawkinmikey realdonaldtrump gardibates ananavarro cnn least megynkelly came senses asksean,Neutral
sempek1 bretbaier realdonaldtrump trump talking highways huge building projects steve hayes said small fry,Neutral
foosball38 realdonaldtrump need real leader lead let make america great vote trump 2016,Positive
sharonday5 hope america break single party establishment vote realdonaldtrump trump2016,Neutral
trumpgasm new 10 6 15 reuters ipsos poll donald trump continues dominate 37,Neutral
darcy027027 realclearspam elliekemary anncoulter gardibates ananavarro cnn worry trump put back pres,Negative
ben carson speaking general terms would confronted gunman criticizing victims fair,Neutral
stuart stevens book bad horrible political advice mitt romney waste money arrogant guy zero,Positive
heading packed house waterloo iowa celebrate today great poll numbers together see soon,Negative
wonder somebody something clowns politico totally dishonest reporting,Neutral
politico power dishonest,Neutral
found rockingham county republican booth straw poll deerfield fair new hampshire past weekend 39 wow,Neutral
stuartpstevens made dumbest political decisions time helping romney get destroyed obama,Positive
iowa amazing today great crowd great people thanks back soon,Neutral
sugarofsaturn realdonaldtrump stuartpstevens bright side romney loss gave us donald trump true,Neutral
3462727 bretbaier norsu2 realdonaldtrump tired fox bashing trump pushing gop establish christie rubio bush,Positive
darrenjjordan realdonaldtrump stuartpstevens still consultant fool would pay stuart advice,Neutral
arrived las vegas packed house speech tomorrow big poll results today leading big everywhere make america great,Neutral
metskins10 realdonaldtrump darrenjjordan stuartpstevens pay opposite win landslide,Positive
sandikay60 realdonaldtrump darrenjjordan stuartpstevens donald trump next president united states trump2016 thank,Positive
keksec org realdonaldtrump truly believe best makeamericagreatagain thank much,Positive
graggquinton size crowd get people care say trump oklahoma got even bigger pic twitter com pnrxfvegxl,Neutral
pjwj316 realdonaldtrump yes america needs realdonaldtrump president wait america great,Positive
wacky glennbeck always seems crying worse boehner speaks badly refuse show real nut job,Negative
hear glennbeck big trouble unlike viewers ratings way become irrelevant glad show,Neutral
wow great news hear ewerickson red state fired like dog read tweets understand,Neutral
time iowa yesterday massive overflow crowd love,Negative
trump int l hotel las vegas tallest beautiful building town speaking another great crowd treasure island 12 noon,Positive
great kevin mccarthy drops speaker race need really smart really tough person take important job,Positive
moonwkr realdonaldtrump would like nominate ivankatrump speaker house great idea total winner nice,Neutral
washington c mess nothing works make america great going happen anyone else,Neutral
midohiomilitia missed speech interview love hearing speak trump2016 makeamericagreatagain ibelieve,Positive
garygaryt52 danscavino judiloera realdonaldtrump trump coming florida wait go trump fl trump,Neutral
skennedy1979 one else brings passion conviction experience message resonating w america excited,Neutral
pennysingletary realdonaldtrump know next president thank,Positive
designerdeb3 wow 5000 line las vegas next president united states mr realdonaldtrump,Positive
man dangerous political operative america via bloomberg politics,Negative
goal winner donald trump campaign real via guardian,Negative
website exposing marco amnesty rubio goes live donor class puppet breitbart,Neutral
thanks,Neutral
momfullofhope borderwall realdonaldtrump rocks everywhere goes thanks,Neutral
thank,Neutral
leaving las vegas unbelievable crowd many hispanics love love,Neutral
great event las vegas nevada,Neutral
ewerickson total low life read past tweets dummy factor fade fast,Neutral
ewerickson ran redstate ground change necessary congratulations redstate good luck future,Positive
happy heard politico one dishonest political outlets losing fortune pure scum,Positive
interviewed morning joe 7 20 great crowd las vegas yesterday,Negative
alisaapps realdonaldtrump fantastic yesterday las vegas great event passionate people keep alisareal thx,Negative
davidfoody realdonaldtrump thank taking establishment know,Neutral
laurarosencohen marksteynonline realdonaldtrump nothing trump work,Negative
good luck enjoy,Neutral
thanks larry best wishes,Neutral
barbmuenchen grindingdude book read time get tough making america great thanks,Neutral
interviewed facethenation sunday 10am cbs johndickerson true pro,Neutral
going atlanta georgia tomorrow info hope see makeamericagreatagain,Negative
jaymichaelsprod trump crowd yesterday curious see many changing registrations democrat republican,Negative
thanks,Neutral
true thanks,Neutral
jbod2001 realdonaldtrump yeah really wearing welcome dominating polls go trump,Positive
ept rudyru anncoulter hispanic realdonaldtrump vote lot hispanics borderland,Negative
women4trump msm cut intro trump lv told gave 20 million st jude charity,Negative
thank,Neutral
michaeljohns month 224 page simonschuster book crippled america trump specific policy agenda candidate,Neutral
paulfincher2 keep faith elect realdonaldtrump sanctuary cities illegals,Neutral
crowd gathers hear trump speech las vegas,Neutral
new gravis poll nh trump 32 carson 13,Neutral
good luck us men national team tomorrow concacaf cup vs mexico great game,Neutral
mark could use,Neutral
great gravis poll great state nh also watch facethenation cbs howardkurtz mediabuzz sunday,Neutral
interviewed media buzz howie kurtz fox sunday 11 00,Positive
heading atlanta tomorrow morning noon speech north atlanta trade center big crowds great people,Neutral
bdean1468 realdonaldtrump atl loves trump thanks,Negative
jamgrigs realdonaldtrump trump keep fighting fight america got back future looking bright trump revolution,Neutral
thewtftahoe please ever give country mess needs non politician fix makeamericagreatagain,Neutral
aliceengle3 trumpiowa trumpvictory16 realdonaldtrump next generation better trump oval office,Neutral
w gorham realdonaldtrump go president trump many canadians behind totally,Neutral
thehill realdonaldtrump biggest hispanic fan perfect man pic twitter com giquajzycx great woman,Neutral
nypost people writing tribute songs donald trump thanks great songwriters get rich,Neutral
paul ryan far first choice nice guy republicans go tough smart time games,Positive
leading big every poll going win remember trump never gives,Positive
chucktodd informed us interview last week meetthepress highest rated show 4 years congrats,Positive
thank georgia great afternoon back soon makeamerciagreatagainpic twitter com gkfoshg2xh,Negative
thisweekabc gstephanopoulos fantastic numbers last sunday trump interview nice,Positive
interview howardkurtz mediabuzz air tomorrow fox 11am 5pm great job howie insightful,Positive
interviewed facethenation jdickerson tomorrow 10 30am est enjoy,Neutral
fantastic ratings last weekend meetthepress thisweekabc think fair go foxnewssunday w chris wallace,Negative
via breitbart riding high polls donald trump storms american south overflow crowds georgia,Negative
little barry diller lost fortune newsweek daily beast writes badly sad pathetic figure lives lie,Neutral
got back georgia crowds love u amazing great day together back soon,Negative
clint goodrich used call barry diller father e commerce joke 100 clueless internet,Neutral
face nation cbs today 10 30 media buzz fox news 11 00 enjoy,Positive
thefix tuesday democratic debate missing one thing donald trump true think anyone wants watch,Positive
kausmickey realdonaldtrump calling paul ryan entitlement plans back 2011 true,Neutral
cnnpolitics clayaiken praises good guy trump upstanding grounded kids pic twitter com oripl1xdbg,Neutral
president obama terrible 60minutes tonight said climate change important thing current disasters,Positive
great everyone saying much better 60minutes last week president obama tonight agree,Positive
leaving soon great time new hampshire truly special place,Negative
cft1 realdonaldtrump great job new hampshire today makeamericagreatagain,Neutral
via realclear politics,Negative
thank,Neutral
interviewed seanhannity foxnews 10pm tonight enjoy,Neutral
connie lee1 realdonaldtrump seanhannity foxnews looking forward great interview great interviewee great interviewer,Positive
vickybrush young girl asking control body looked like planted horseshort,Neutral
gregwescott realdonaldtrump seanhannity foxnews another great interview point good gets thanks,Positive
heavenlyitalian seanhannity foxnews time businessman wh bring back jobs america restore middle class,Neutral
kyredblood realdonaldtrump great fox interview seanhannity,Positive
mimi saulino seanhannity foxnews syrian muslims escorted u mexico arriving oklahoma kansas congress,Neutral
backontrackusa seanhannity looking sounding presidential everyday country ready makeamericagreatagain,Positive
